"","state","PC_name","O.S.N.","Candidate","Party","EVM.Votes","Postal.Votes","Total.Votes","Pct.of.Votes","NA.","NA..1","Migrant.Votes"
"209","Dadra & Nagar Haveli","Dadra And Nagar Haveli","7","HALPATI RAJESHBHAI BHANABHAI","Navsarjan Bharat Party","1160","0","1160","0.58",NA,NA,NA
"210","Dadra & Nagar Haveli","Dadra And Nagar Haveli","8","KURADA DEEPAKBHAI","Independent","3630","0","3630","1.82",NA,NA,NA
"211","Dadra & Nagar Haveli","Dadra And Nagar Haveli","9","DELKAR MOHANBHAI SANJIBHAI","Independent","90399","22","90421","45.44",NA,NA,NA
"212","Dadra & Nagar Haveli","Dadra And Nagar Haveli","10","DAYAT MANOJ RANCHOD","Independent","2287","0","2287","1.15",NA,NA,NA
"213","Dadra & Nagar Haveli","Dadra And Nagar Haveli","11","PATEL DHIRUBHAI CHHOTUBHAI","Independent","1120","0","1120","0.56",NA,NA,NA
"214","Dadra & Nagar Haveli","Dadra And Nagar Haveli","12","NOTA","None of the Above","2950","0","2950","1.48",NA,NA,NA
"215","Chandigarh","CHANDIGARH","1","KIRRON KHER","Bharatiya Janata Party","230967","221","231188","50.64",NA,NA,NA
"216","Chandigarh","CHANDIGARH","2","PAWAN KUMAR BANSAL","Indian National Congress","184117","101","184218","40.35",NA,NA,NA
"217","Chandigarh","CHANDIGARH","3","PARVEEN KUMAR","Bahujan Samaj Party","7391","5","7396","1.62",NA,NA,NA
"218","Chandigarh","CHANDIGARH","4","AVINASH SINGH SHARMA","Chandigarh Ki Aawaz Party","3182","4","3186","0.7",NA,NA,NA
"219","Chandigarh","CHANDIGARH","5","GURMAIL SINGH","All India Forward Bloc","164","0","164","0.04",NA,NA,NA
"220","Chandigarh","CHANDIGARH","6","JAGDISH KUMAR NIDAN","Hindustan Shakti Sena","365","0","365","0.08",NA,NA,NA
"221","Chandigarh","CHANDIGARH","7","JYOTI","Akhil Bhartiya Apna Dal","209","0","209","0.05",NA,NA,NA
"222","Chandigarh","CHANDIGARH","8","NAWAB ALI","Rashtriya Lokswaraj Party","158","0","158","0.03",NA,NA,NA
"223","Chandigarh","CHANDIGARH","9","BHUPINDER KAUR","Sarvjan Sewa Party","143","0","143","0.03",NA,NA,NA
"224","Chandigarh","CHANDIGARH","10","MUKESH PACHARA","Ambedkar National Congress","245","0","245","0.05",NA,NA,NA
"225","Chandigarh","CHANDIGARH","11","YOGRAJ SAHOTA","Rashtriya Jankranti Party","194","0","194","0.04",NA,NA,NA
"226","Chandigarh","CHANDIGARH","12","RAMNEET","Bhartiya Kisan Party","285","0","285","0.06",NA,NA,NA
"227","Chandigarh","CHANDIGARH","13","LASHKAR SINGH","Communist Party of India (Marxist-Leninist) Red Star","377","0","377","0.08",NA,NA,NA
"228","Chandigarh","CHANDIGARH","14","SHAMBHU","Samaj Adhikar Kalyan Party","658","0","658","0.14",NA,NA,NA
"229","Chandigarh","CHANDIGARH","15","SHARMILA JOHARI","Bharat Prabhat Party","531","0","531","0.12",NA,NA,NA
"230","Chandigarh","CHANDIGARH","16","SATYBIR SINGH","Bhartiya Manavadhikaar Federal Party","1578","0","1578","0.35",NA,NA,NA
"231","Chandigarh","CHANDIGARH","17","SANDEEP BIDLA","Bahujan Mukti Party","919","1","920","0.2",NA,NA,NA
"232","Chandigarh","CHANDIGARH","18","SATISH KUMAR","Janral Samaj Party","486","0","486","0.11",NA,NA,NA
"233","Chandigarh","CHANDIGARH","19","SARABJEET SINGH SOHAL","Bhartiya Rashtrawadi Party","461","0","461","0.1",NA,NA,NA
"234","Chandigarh","CHANDIGARH","20","SANJAY BALAAN","Bhartiya Jan Samman Party","452","0","452","0.1",NA,NA,NA
"235","Chandigarh","CHANDIGARH","21","SUBHASH CHANDER GOYAL","Republican Party of India (A)","212","0","212","0.05",NA,NA,NA
"236","Chandigarh","CHANDIGARH","22","SUBHASH TAMOLI","Bahujan Samaj Party  (Ambedkar)","312","0","312","0.07",NA,NA,NA
"237","Chandigarh","CHANDIGARH","23","HARMOHAN DHAWAN","Aam Aadmi Party","13767","14","13781","3.02",NA,NA,NA
"238","Chandigarh","CHANDIGARH","24","AKHLESH KUMAR","Independent","206","0","206","0.05",NA,NA,NA
"239","Chandigarh","CHANDIGARH","25","UDAY RAJ","Independent","156","0","156","0.03",NA,NA,NA
"240","Chandigarh","CHANDIGARH","26","KARAN VASUDEVA","Independent","136","0","136","0.03",NA,NA,NA
"241","Chandigarh","CHANDIGARH","27","TEJINDER SINGH WALIA","Independent","319","1","320","0.07",NA,NA,NA
"242","Chandigarh","CHANDIGARH","28","DEVI SIROHI","Independent","428","0","428","0.09",NA,NA,NA
"243","Chandigarh","CHANDIGARH","29","NIDHI KANSAL","Independent","569","0","569","0.12",NA,NA,NA
"244","Chandigarh","CHANDIGARH","30","PREM LATA","Independent","212","0","212","0.05",NA,NA,NA
"245","Chandigarh","CHANDIGARH","31","BOOTA SINGH","Independent","392","0","392","0.09",NA,NA,NA
"246","Chandigarh","CHANDIGARH","32","MANJEET SINGH BOHAT","Independent","1062","0","1062","0.23",NA,NA,NA
"247","Chandigarh","CHANDIGARH","33","YOGESH DHINGRA","Independent","731","0","731","0.16",NA,NA,NA
"248","Chandigarh","CHANDIGARH","34","RAJ KAMAL SINGH","Independent","289","0","289","0.06",NA,NA,NA
"249","Chandigarh","CHANDIGARH","35","RAM KUMAR","Independent","101","0","101","0.02",NA,NA,NA
"250","Chandigarh","CHANDIGARH","36","SUNITA","Independent","112","0","112","0.02",NA,NA,NA
"251","Chandigarh","CHANDIGARH","37","NOTA","None of the Above","4321","14","4335","0.95",NA,NA,NA
"252","Andaman & Nicobar Islands","Andaman & Nicobar Islands","1","AYAN MANDAL","All India Trinamool Congress","1717","4","1721","0.83",NA,NA,NA
"253","Andaman & Nicobar Islands","Andaman & Nicobar Islands","2","KULDEEP RAI SHARMA","Indian National Congress","95249","59","95308","45.98",NA,NA,NA
"254","Andaman & Nicobar Islands","Andaman & Nicobar Islands","3","PRAKASH MINJ","Bahujan Samaj Party","2478","8","2486","1.2",NA,NA,NA
"255","Andaman & Nicobar Islands","Andaman & Nicobar Islands","4","VISHAL JOLLY","Bharatiya Janata Party","93772","129","93901","45.3",NA,NA,NA
"256","Andaman & Nicobar Islands","Andaman & Nicobar Islands","5","SANJAY MESHACK","Aam Aadmi Party","2837","2","2839","1.37",NA,NA,NA
"257","Andaman & Nicobar Islands","Andaman & Nicobar Islands","6","C G SAJI KUMAR","All India Hindustan Congress Party","212","0","212","0.1",NA,NA,NA
"258","Andaman & Nicobar Islands","Andaman & Nicobar Islands","7","K KALIMUTHU","Independent","269","6","275","0.13",NA,NA,NA
"259","Andaman & Nicobar Islands","Andaman & Nicobar Islands","8","V V KHALID","Independent","305","1","306","0.15",NA,NA,NA
"260","Andaman & Nicobar Islands","Andaman & Nicobar Islands","9","GOUR CHANDRA MAJUMDER","Independent","221","0","221","0.11",NA,NA,NA
"261","Andaman & Nicobar Islands","Andaman & Nicobar Islands","10","PARITOSH KUMAR HALDAR","Independent","5339","2","5341","2.58",NA,NA,NA
"262","Andaman & Nicobar Islands","Andaman & Nicobar Islands","11","MINATI BISWAS","Independent","615","3","618","0.3",NA,NA,NA
"263","Andaman & Nicobar Islands","Andaman & Nicobar Islands","12","C U RASHEED","Independent","272","1","273","0.13",NA,NA,NA
"264","Andaman & Nicobar Islands","Andaman & Nicobar Islands","13","K VENKAT RAM BABU","Independent","914","0","914","0.44",NA,NA,NA
"265","Andaman & Nicobar Islands","Andaman & Nicobar Islands","14","S SUDERSHAN RAO","Independent","475","0","475","0.23",NA,NA,NA
"266","Andaman & Nicobar Islands","Andaman & Nicobar Islands","15","HENRY","Independent","994","0","994","0.48",NA,NA,NA
"267","Andaman & Nicobar Islands","Andaman & Nicobar Islands","16","NOTA","None of the Above","1411","1","1412","0.68",NA,NA,NA
"268","Telangana","Khammam","1","DEVAKI VASUDEVA RAO","Bharatiya Janata Party","20401","87","20488","1.8",NA,NA,NA
"269","Telangana","Khammam","2","NAMA NAGESWR RAO","Telangana Rashtra Samithi","566621","838","567459","49.78",NA,NA,NA
"270","Telangana","Khammam","3","Boda Venkat","Communist Party of India  (Marxist)","57065","37","57102","5.01",NA,NA,NA
"271","Telangana","Khammam","4","RENUKA CHOWDHURY","Indian National Congress","399008","389","399397","35.04",NA,NA,NA
"272","Telangana","Khammam","5","UMAMAHESWARA RAO CHERUKUPALLI","Telangana Yuva Shakti","3406","1","3407","0.3",NA,NA,NA
"273","Telangana","Khammam","6","KATTA SRINIVAS","Yekikrutha Sankshema Rashtriya Praja Party","1319","1","1320","0.12",NA,NA,NA
"274","Telangana","Khammam","7","GOPOJU RAMESH BABU","Telangana Communist Party of India","1660","0","1660","0.15",NA,NA,NA
"275","Telangana","Khammam","8","NARALA SATYANARAYANA","Janasena Party","19304","11","19315","1.69",NA,NA,NA
"276","Telangana","Khammam","9","NAGESWARA RAO LAKAVATH","Bahujan Mukti Party","1028","2","1030","0.09",NA,NA,NA
"277","Telangana","Khammam","10","VENKATESWAR RAO PULLAKHANDAM","Pyramid Party of India","969","0","969","0.09",NA,NA,NA
"278","Telangana","Khammam","11","ANIL KUMAR MADDINENI","Independent","871","1","872","0.08",NA,NA,NA
"279","Telangana","Khammam","12","AVUTAPALLI RAMBABU","Independent","1154","0","1154","0.1",NA,NA,NA
"280","Telangana","Khammam","13","KOPPULA SREENIVASARAO","Independent","1797","0","1797","0.16",NA,NA,NA
"281","Telangana","Khammam","14","GUGULOTHU RAMESH","Independent","2484","1","2485","0.22",NA,NA,NA
"282","Telangana","Khammam","15","GOKINAPALLI VENKATESWAR RAO","Independent","11517","3","11520","1.01",NA,NA,NA
"283","Telangana","Khammam","16","GOPAGANI SHANKARA RAO","Independent","9949","0","9949","0.87",NA,NA,NA
"284","Telangana","Khammam","17","DUNUKU VELADRI","Independent","1506","0","1506","0.13",NA,NA,NA
"285","Telangana","Khammam","18","PARSAGANI NAGESWARA RAO","Independent","10148","0","10148","0.89",NA,NA,NA
"286","Telangana","Khammam","19","PALVANCHA RAMARAO","Independent","2736","3","2739","0.24",NA,NA,NA
"287","Telangana","Khammam","20","BHANALA LAXMANA CHARY","Independent","4704","0","4704","0.41",NA,NA,NA
"288","Telangana","Khammam","21","MUTYAM ARJUNA RAJU","Independent","2220","0","2220","0.19",NA,NA,NA
"289","Telangana","Khammam","22","LAXMA NAIK BANOTH","Independent","732","2","734","0.06",NA,NA,NA
"290","Telangana","Khammam","23","SANJEEVA RAO NAKIRIKANTI","Independent","2024","0","2024","0.18",NA,NA,NA
"291","Telangana","Khammam","24","NOTA","None of the Above","15802","30","15832","1.39",NA,NA,NA
"292","Telangana","Mahabubabad","1","Kalluri. Venkateswara Rao.","Communist Party of India","45694","25","45719","4.65",NA,NA,NA
"293","Telangana","Mahabubabad","2","Kavitha Malothu","Telangana Rashtra Samithi","461824","285","462109","46.98",NA,NA,NA
"294","Telangana","Mahabubabad","3","Jatothu Hussain","Bharatiya Janata Party","25333","154","25487","2.59",NA,NA,NA
"295","Telangana","Mahabubabad","4","Balaram Naik Porika","Indian National Congress","315262","184","315446","32.07",NA,NA,NA
"296","Telangana","Mahabubabad","5","Arun Kumar Mypathi","Telangana Jana Samithi","56969","104","57073","5.8",NA,NA,NA
"297","Telangana","Mahabubabad","6","B. Parvathi","Pyramid Party of India","2300","2","2302","0.23",NA,NA,NA
"298","Telangana","Mahabubabad","7","Balsingh Daravath","Bhartiya Anarakshit Party","5908","0","5908","0.6",NA,NA,NA
"299","Telangana","Mahabubabad","8","Bhaskar Naik Bhukya. Dr,,","Janasena Party","9788","23","9811","1",NA,NA,NA
"300","Telangana","Mahabubabad","9","Uke Kousalya.","Independent","11054","4","11058","1.12",NA,NA,NA
"301","Telangana","Mahabubabad","10","Kalthi Yarraiah","Independent","3846","5","3851","0.39",NA,NA,NA
"302","Telangana","Mahabubabad","11","Palvancha. Durga.","Independent","3210","3","3213","0.33",NA,NA,NA
"303","Telangana","Mahabubabad","12","Balu Nayak Bhukya","Independent","14865","1","14866","1.51",NA,NA,NA
"304","Telangana","Mahabubabad","13","Mokalla. Murali Krishna.","Independent","6666","0","6666","0.68",NA,NA,NA
"305","Telangana","Mahabubabad","14","Vaditya Shriram Naik","Independent","5942","2","5944","0.6",NA,NA,NA
"306","Telangana","Mahabubabad","15","NOTA","None of the Above","14073","9","14082","1.43",NA,NA,NA
"307","Telangana","Warangal","1","CHINTHA SAMBAMURTHY","Bharatiya Janata Party","83455","322","83777","7.89",NA,NA,NA
"308","Telangana","Warangal","2","DAYAKAR PASUNOORI","Telangana Rashtra Samithi","612027","471","612498","57.69",NA,NA,NA
"309","Telangana","Warangal","3","DOMMATI SAMBAIAH","Indian National Congress","261816","384","262200","24.7",NA,NA,NA
"310","Telangana","Warangal","4","BOLLAPALLY SARAIAH","Bahujan Samaj Party","8183","10","8193","0.77",NA,NA,NA
"311","Telangana","Warangal","5","KANNAM VENKANNA","Marxist Communist Party of India (United)","5384","2","5386","0.51",NA,NA,NA
"312","Telangana","Warangal","6","PANIGANTI RAJITHAVANI","Pyramid Party of India","1983","3","1986","0.19",NA,NA,NA
"313","Telangana","Warangal","7","BUNGA JYOTHI RAMANA","Aihra National Party","29182","1","29183","2.75",NA,NA,NA
"314","Telangana","Warangal","8","BOCHU KRUPAKAR","Hum Bhartiya Party","1894","1","1895","0.18",NA,NA,NA
"315","Telangana","Warangal","9","SURESH KANAKAM","Samajwadi Forward Bloc","1324","0","1324","0.12",NA,NA,NA
"316","Telangana","Warangal","10","AITHA PRAVEEN KUMAR","Independent","2093","0","2093","0.2",NA,NA,NA
"317","Telangana","Warangal","11","UPENDAR JERIPOTHULA","Independent","14033","0","14033","1.32",NA,NA,NA
"318","Telangana","Warangal","12","CHILUVERU PRATHAP","Independent","6096","0","6096","0.57",NA,NA,NA
"319","Telangana","Warangal","13","JANNU NARSAIAH","Independent","6112","0","6112","0.58",NA,NA,NA
"320","Telangana","Warangal","14","PASULA RAMMURTHY","Independent","3810","2","3812","0.36",NA,NA,NA
"321","Telangana","Warangal","15","BARLA SRINIVAS","Independent","4256","0","4256","0.4",NA,NA,NA
"322","Telangana","Warangal","16","NOTA","None of the Above","18764","37","18801","1.77",NA,NA,NA
"323","Telangana","Bhongir","1","Komati Reddy Venkat Reddy","Indian National Congress","532031","764","532795","43.94",NA,NA,NA
"324","Telangana","Bhongir","2","Goda Sri Ramulu","Communist Party of India","28135","18","28153","2.32",NA,NA,NA
"325","Telangana","Bhongir","3","Dr. Boora Narsaiah Goud","Telangana Rashtra Samithi","527235","341","527576","43.51",NA,NA,NA
"326","Telangana","Bhongir","4","P.V. Shyam Sunder Rao","Bharatiya Janata Party","65222","235","65457","5.4",NA,NA,NA
"327","Telangana","Bhongir","5","Kotha Kistaiah","Ambedkar National Congress","1648","0","1648","0.14",NA,NA,NA
"328","Telangana","Bhongir","6","S.V. Ramana Rao","Samajwadi Forward Bloc","1157","1","1158","0.1",NA,NA,NA
"329","Telangana","Bhongir","7","Samrat Narender Boilla","Republican Party of India","1415","1","1416","0.12",NA,NA,NA
"330","Telangana","Bhongir","8","Devaram Nayak Sapavat","Independent","1562","2","1564","0.13",NA,NA,NA
"331","Telangana","Bhongir","9","Bhimanaboina Ramesh Yadav","Independent","4035","1","4036","0.33",NA,NA,NA
"332","Telangana","Bhongir","10","Morigadi Krishna","Independent","1960","0","1960","0.16",NA,NA,NA
"333","Telangana","Bhongir","11","Sri Ramulu Muthyala","Independent","3068","0","3068","0.25",NA,NA,NA
"334","Telangana","Bhongir","12","Singapaka Lingam","Independent","27973","0","27973","2.31",NA,NA,NA
"335","Telangana","Bhongir","13","Seeka Balraj Goud","Independent","3805","1","3806","0.31",NA,NA,NA
"336","Telangana","Bhongir","14","NOTA","None of the Above","12010","11","12021","0.99",NA,NA,NA
"337","Telangana","Nalgonda","1","UTTAM KUMAR REDDY NALAMADA","Indian National Congress","525508","520","526028","44.74",NA,NA,NA
"338","Telangana","Nalgonda","2","GARLAPATI JITHENDRA KUMAR","Bharatiya Janata Party","52559","150","52709","4.48",NA,NA,NA
"339","Telangana","Nalgonda","3","MALLU LAXMI","Communist Party of India  (Marxist)","25062","27","25089","2.13",NA,NA,NA
"340","Telangana","Nalgonda","4","VEMIREDDY NARASIMHA REDDY","Telangana Rashtra Samithi","500120","226","500346","42.56",NA,NA,NA
"341","Telangana","Nalgonda","5","AKULA PAUL","Pyramid Party of India","3225","0","3225","0.27",NA,NA,NA
"342","Telangana","Nalgonda","6","KATRAVATH VENKATESH","Bahujan Mukti Party","1679","0","1679","0.14",NA,NA,NA
"343","Telangana","Nalgonda","7","JANAIAH NANDIPATI","Telangana Sakalajanula Party","1047","1","1048","0.09",NA,NA,NA
"344","Telangana","Nalgonda","8","MEKALA SATHEESH REDDY","Janasena Party","11282","6","11288","0.96",NA,NA,NA
"345","Telangana","Nalgonda","9","LALU NAIK RAMAVATH","Bahujana Raajyam Party (Phule Ambedkar)","1005","3","1008","0.09",NA,NA,NA
"346","Telangana","Nalgonda","10","LITHESH SUNKARI","Social Justice Party of India","1052","1","1053","0.09",NA,NA,NA
"347","Telangana","Nalgonda","11","SOLIPURAM VENUGOPAL REDDY","Ambedkar National Congress","1124","0","1124","0.1",NA,NA,NA
"348","Telangana","Nalgonda","12","KARAMTOTHU MANGTHA","Independent","1897","0","1897","0.16",NA,NA,NA
"349","Telangana","Nalgonda","13","KIRAN VANGAPALLI","Independent","3365","1","3366","0.29",NA,NA,NA
"350","Telangana","Nalgonda","14","JAKKULA NAVEEN YADAV","Independent","3098","0","3098","0.26",NA,NA,NA
"351","Telangana","Nalgonda","15","THAGULLA JANARDHAN","Independent","1830","0","1830","0.16",NA,NA,NA
"352","Telangana","Nalgonda","16","THANDU UPENDAR","Independent","4175","0","4175","0.36",NA,NA,NA
"353","Telangana","Nalgonda","17","NAKIRIKANTI. CHITTEMMA","Independent","4964","1","4965","0.42",NA,NA,NA
"354","Telangana","Nalgonda","18","POLISHETTY VENKATESHWARLU","Independent","824","0","824","0.07",NA,NA,NA
"355","Telangana","Nalgonda","19","BANDARU NAGARAJU","Independent","557","0","557","0.05",NA,NA,NA
"356","Telangana","Nalgonda","20","MADHU SAPAVATH","Independent","2516","1","2517","0.21",NA,NA,NA
"357","Telangana","Nalgonda","21","MARRI. NEHEMIAH","Independent","1046","0","1046","0.09",NA,NA,NA
"358","Telangana","Nalgonda","22","MARAM VENKAT REDDY","Independent","8585","0","8585","0.73",NA,NA,NA
"359","Telangana","Nalgonda","23","MEKALA VENKANNA","Independent","2009","1","2010","0.17",NA,NA,NA
"360","Telangana","Nalgonda","24","RAMESH SUNKARA","Independent","1235","0","1235","0.11",NA,NA,NA
"361","Telangana","Nalgonda","25","ROYYALA. SRINIVASULU","Independent","5376","0","5376","0.46",NA,NA,NA
"362","Telangana","Nalgonda","26","LINGIDI VENKATESWARLU","Independent","1422","0","1422","0.12",NA,NA,NA
"363","Telangana","Nalgonda","27","SREENU VADTHYA","Independent","2641","2","2643","0.22",NA,NA,NA
"364","Telangana","Nalgonda","28","NOTA","None of the Above","5547","13","5560","0.47",NA,NA,NA
"365","Telangana","Nagarkurnool","1","POTHUGANTI RAMULU","Telangana Rashtra Samithi","499428","244","499672","50.48",NA,NA,NA
"366","Telangana","Nagarkurnool","2","DR MALLU RAVI","Indian National Congress","309732","192","309924","31.31",NA,NA,NA
"367","Telangana","Nagarkurnool","3","B YOSEF","Bahujan Samaj Party","12457","17","12474","1.26",NA,NA,NA
"368","Telangana","Nagarkurnool","4","SHRUTHI BANGARU ALIAS BANGARU SHRUTHI","Bharatiya Janata Party","128686","335","129021","13.03",NA,NA,NA
"369","Telangana","Nagarkurnool","5","V AMARNATH","India Praja Bandhu Party","2012","3","2015","0.2",NA,NA,NA
"370","Telangana","Nagarkurnool","6","GADDAM VIJAY","Bahujan Mukti Party","1750","0","1750","0.18",NA,NA,NA
"371","Telangana","Nagarkurnool","7","KARVANGA SHARATH","Independent","1848","4","1852","0.19",NA,NA,NA
"372","Telangana","Nagarkurnool","8","CHARAGONDA KRISHNAMMA","Independent","2276","0","2276","0.23",NA,NA,NA
"373","Telangana","Nagarkurnool","9","PRABHUDAS BANDARU THUMU","Independent","3466","0","3466","0.35",NA,NA,NA
"374","Telangana","Nagarkurnool","10","BAAKI RENUKA","Independent","3960","0","3960","0.4",NA,NA,NA
"375","Telangana","Nagarkurnool","11","SRINIVAS BUDDULA","Independent","9912","0","9912","1",NA,NA,NA
"376","Telangana","Nagarkurnool","12","NOTA","None of the Above","13521","4","13525","1.37",NA,NA,NA
"377","Telangana","Mahbubnagar","1","ARUNA D.K","Bharatiya Janata Party","333121","452","333573","33.88",NA,NA,NA
"378","Telangana","Mahbubnagar","2","CHALLA VAMSHI CHAND REDDY","Indian National Congress","193513","118","193631","19.67",NA,NA,NA
"379","Telangana","Mahbubnagar","3","MANNE SRINIVAS REDDY","Telangana Rashtra Samithi","411241","161","411402","41.78",NA,NA,NA
"380","Telangana","Mahbubnagar","4","IMRAN AHMED KHAN","Ambedkar National Congress","4459","3","4462","0.45",NA,NA,NA
"381","Telangana","Mahbubnagar","5","V. DASRAM NAYAK","Bahujan Mukti Party","2479","3","2482","0.25",NA,NA,NA
"382","Telangana","Mahbubnagar","6","E. Shivadurgavaraprasad Reddy","Indian Rakshaka Nayakudu Party","2010","2","2012","0.2",NA,NA,NA
"383","Telangana","Mahbubnagar","7","Azeez Khan M.A.","Independent","1499","0","1499","0.15",NA,NA,NA
"384","Telangana","Mahbubnagar","8","Imtiyaz Ahamad","Independent","8493","2","8495","0.86",NA,NA,NA
"385","Telangana","Mahbubnagar","9","JORIGHA VISHWESHWAR","Independent","2471","0","2471","0.25",NA,NA,NA
"386","Telangana","Mahbubnagar","10","D. Thimmappa","Independent","3488","1","3489","0.35",NA,NA,NA
"387","Telangana","Mahbubnagar","11","POLA PRASHANTH KUMAR","Independent","5783","0","5783","0.59",NA,NA,NA
"388","Telangana","Mahbubnagar","12","Munnurukapu Gopal Reddy","Independent","4735","0","4735","0.48",NA,NA,NA
"389","Telangana","Mahbubnagar","13","NOTA","None of the Above","10599","1","10600","1.08",NA,NA,NA
"390","Telangana","CHEVELLA","1","Konda Vishweshwar Reddy","Indian National Congress","513180","651","513831","39.52",NA,NA,NA
"391","Telangana","CHEVELLA","2","Dr. G. Ranjith Reddy","Telangana Rashtra Samithi","527878","270","528148","40.62",NA,NA,NA
"392","Telangana","CHEVELLA","3","B. Janardhan Reddy","Bharatiya Janata Party","201664","296","201960","15.53",NA,NA,NA
"393","Telangana","CHEVELLA","4","Vijay Aarya","Bahujan Samaj Party","4856","4","4860","0.37",NA,NA,NA
"394","Telangana","CHEVELLA","5","Giri Kummari","Pyramid Party of India","859","0","859","0.07",NA,NA,NA
"395","Telangana","CHEVELLA","6","Korra Pandu Naik","Bahujan Mukti Party","767","0","767","0.06",NA,NA,NA
"396","Telangana","CHEVELLA","7","Gurram Papi Reddy","Ambedkar National Congress","606","1","607","0.05",NA,NA,NA
