"survey_date","survey_state","ID_GBIP","gender","age_cat","income_level","religion","education_level","jati","turnout","turnout_14","PC_vote_choice","PC_vote_choice_14","Source","weeks"
"2019-03-30","(29) Karnataka 29","103.108.13.205","(1) Male 1","(54-64]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,NA,NA,NA,"AMechTurk",8
"2019-03-09","(29) Karnataka 29","103.108.13.242","(1) Male 1","(54-64]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"AMechTurk",11
"2019-04-18","(29) Karnataka 29","103.108.13.246","(1) Male 1","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",5
"2019-03-26","(23) Madhya Pradesh 23","103.108.75.54","(2) Female 2","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(6) Jain 6","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,NA,NA,"SubjectPool",8
"2019-04-30","(06) Haryana 06","103.108.76.22","(2) Female 2","(34-44]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",3
"2019-03-29",NA,"103.109.110.225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-08",NA,"103.109.14.132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-30","(33) Tamil Nadu 33","103.110.236.232","(1) Male 1","(34-44]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",8
"2019-02-22","(33) Tamil Nadu 33","103.110.238.237","(2) Female 2","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"Other",NA,"AMechTurk",13
"2019-03-23","(28) Andhra Pradesh 28","103.110.238.249","(2) Female 2","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"Other","UPA","AMechTurk",9
"2019-04-30","(33) Tamil Nadu 33","103.110.238.41","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"Other","UPA","AMechTurk",3
"2019-02-24","(33) Tamil Nadu 33","103.113.190.193","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"Aam Aadmi Party",NA,"AMechTurk",13
"2019-05-02","(33) Tamil Nadu 33","103.113.190.197","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",3
"2019-03-27","(33) Tamil Nadu 33","103.113.190.222","(2) Female 2","(17-24]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",8
"2019-03-20","(33) Tamil Nadu 33","103.113.190.250","(2) Female 2","(17-24]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",NA,NA,"UPA",NA,"AMechTurk",9
"2019-04-16","(33) Tamil Nadu 33","103.113.190.69","(2) Female 2","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"NDA","NDA","AMechTurk",5
"2019-04-17","(33) Tamil Nadu 33","103.113.190.69","(2) Female 2","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"NDA","NDA","AMechTurk",5
"2019-04-25","(33) Tamil Nadu 33","103.113.191.192","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","AMechTurk",4
"2019-03-27","(33) Tamil Nadu 33","103.113.191.192","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(7) Other 7","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"Independent Candidate","Independent Candidate","AMechTurk",8
"2019-04-30","(33) Tamil Nadu 33","103.113.191.195","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",3
"2019-04-16",NA,"103.113.191.195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",5
"2019-04-12","(33) Tamil Nadu 33","103.113.191.195","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",6
"2019-05-16","(33) Tamil Nadu 33","103.113.191.196","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",1
"2019-04-01","(33) Tamil Nadu 33","103.113.191.196","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",7
"2019-05-11","(33) Tamil Nadu 33","103.113.191.197","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",2
"2019-03-04","(33) Tamil Nadu 33","103.113.191.200","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"UPA",NA,"AMechTurk",11
"2019-04-25","(33) Tamil Nadu 33","103.113.191.200","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",4
"2019-05-10","(33) Tamil Nadu 33","103.113.191.201","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",2
"2019-05-16","(33) Tamil Nadu 33","103.113.191.203","(2) Female 2","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",1
"2019-04-16","(33) Tamil Nadu 33","103.113.191.203","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",5
"2019-05-11","(33) Tamil Nadu 33","103.113.191.204","(2) Female 2","(24-34]","(01) Less than ₹60,000 01",NA,"(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",2
"2019-04-16","(33) Tamil Nadu 33","103.113.191.206","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",5
"2019-02-23","(33) Tamil Nadu 33","103.113.191.207","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"Independent Candidate",NA,"AMechTurk",13
"2019-04-12","(33) Tamil Nadu 33","103.113.191.207","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",6
"2019-04-05","(33) Tamil Nadu 33","103.113.191.52","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",7
"2019-05-16","(33) Tamil Nadu 33","103.114.211.120","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"Independent Candidate","NDA","AMechTurk",1
"2019-03-23",NA,"103.114.211.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",9
"2019-04-18","(33) Tamil Nadu 33","103.114.248.110","(2) Female 2","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"UPA",NA,"AMechTurk",5
"2019-05-09","(32) Kerala 32","103.114.249.126","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"UPA","Independent Candidate","AMechTurk",2
"2019-05-10","(32) Kerala 32","103.114.249.126","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"NDA","NDA","AMechTurk",2
"2019-05-10","(32) Kerala 32","103.114.249.126","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,1,"NDA","NDA","AMechTurk",2
"2019-05-01","(32) Kerala 32","103.114.249.126","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4",1,1,"UPA","Independent Candidate","AMechTurk",3
"2019-04-16","(32) Kerala 32","103.114.249.126","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"Independent Candidate","Welfare Party of India","AMechTurk",5
"2019-03-13","(33) Tamil Nadu 33","103.114.250.225","(2) Female 2","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"UPA","UPA","AMechTurk",10
"2019-04-25","(33) Tamil Nadu 33","103.114.250.54","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","NDA","AMechTurk",4
"2019-04-16","(33) Tamil Nadu 33","103.114.250.54","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(3) Christian 3","(05) Some Graduate or Higher 05",NA,1,1,"NDA","NDA","AMechTurk",5
"2019-04-17","(33) Tamil Nadu 33","103.114.250.54","(2) Female 2","(17-24]","(03) ₹90,000 - ₹1,19,999 03","(3) Christian 3","(05) Some Graduate or Higher 05",NA,1,1,"NDA","NDA","AMechTurk",5
"2019-05-11","(33) Tamil Nadu 33","103.114.251.105","(2) Female 2","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"UPA",NA,"AMechTurk",2
"2019-03-10","(03) Punjab 03","103.115.195.69","(1) Male 1","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(4) Sikh 4","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"Aam Aadmi Party",NA,"SubjectPool",11
"2019-03-26","(07) Delhi 07","103.117.14.147","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","Aam Aadmi Party","SubjectPool",8
"2019-05-04","(33) Tamil Nadu 33","103.118.164.165","(2) Female 2","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","UPA","AMechTurk",3
"2019-05-16","(33) Tamil Nadu 33","103.118.164.206","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","NDA","AMechTurk",1
"2019-02-26","(33) Tamil Nadu 33","103.118.165.157","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,NA,"NDA",NA,"AMechTurk",12
"2019-04-08",NA,"103.118.167.118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",6
"2019-04-04","(14) Manipur 14","103.118.34.35","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",NA,1,"NDA","NDA","SubjectPool",7
"2019-04-09",NA,"103.119.240.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-13","(15) Mizoram 15","103.119.240.5","(1) Male 1","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"UPA",NA,"SubjectPool",10
"2019-03-18","(15) Mizoram 15","103.119.240.5","(1) Male 1","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"Independent Candidate","UPA","SubjectPool",9
"2019-04-12","(28) Andhra Pradesh 28","103.12.119.170","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"Telugu Desam Party","Telugu Desam Party","AMechTurk",6
"2019-03-26",NA,"103.120.251.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-08",NA,"103.120.92.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-26","(27) Maharashtra 27","103.120.92.10","(2) Female 2","(17-24]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","UPA","SubjectPool",8
"2019-03-28",NA,"103.122.183.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMechTurk",8
"2019-02-23","(33) Tamil Nadu 33","103.123.111.239","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"Aam Aadmi Party",NA,"AMechTurk",13
"2019-03-26",NA,"103.123.37.196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-07","(09) Uttar Pradesh 09","103.125.63.83","(2) Female 2","(24-34]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,1,"NDA","Aam Aadmi Party","SubjectPool",7
"2019-03-14","(09) Uttar Pradesh 09","103.125.76.95","(1) Male 1","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(03) Middle or Secondary 03","(1) Brahmin 1",0,NA,"NDA",NA,"SubjectPool",10
"2019-03-26",NA,"103.13.104.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-09","(10) Bihar 10","103.13.106.140","(2) Female 2","(17-24]","(06) ₹6,00,000 and over 06","(2) Muslim 2","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"Aam Aadmi Party","Aam Aadmi Party","SubjectPool",11
"2019-04-07","(07) Delhi 07","103.13.106.190","(2) Female 2","(54-64]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",7
"2019-04-08","(08) Rajasthan 08","103.130.109.155","(2) Female 2","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",NA,1,"UPA","NDA","SubjectPool",6
"2019-04-07","(29) Karnataka 29","103.130.188.18","(2) Female 2","(24-34]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",7
"2019-03-15","(27) Maharashtra 27","103.132.149.145","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,NA,"NDA",NA,"AMechTurk",10
"2019-03-26","(27) Maharashtra 27","103.133.64.247","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",NA,0,NA,NA,"SubjectPool",8
"2019-05-01","(32) Kerala 32","103.134.134.168","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"Bahujan Samaj Party",NA,"AMechTurk",3
"2019-05-01","(32) Kerala 32","103.134.134.181","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(02) Primary or Lower 02","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",3
"2019-05-16","(32) Kerala 32","103.134.134.184","(2) Female 2","(34-44]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","AMechTurk",1
"2019-05-01","(32) Kerala 32","103.134.134.192","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","NDA","AMechTurk",3
"2019-05-10","(32) Kerala 32","103.134.134.216","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"UPA",NA,"AMechTurk",2
"2019-05-01","(32) Kerala 32","103.134.134.241","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,NA,"UPA",NA,"AMechTurk",3
"2019-04-07","(02) Himachal Pradesh 02","103.16.164.32","(1) Male 1","(24-34]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","SubjectPool",7
"2019-03-08","(27) Maharashtra 27","103.16.34.174","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,NA,"NDA",NA,"SubjectPool",11
"2019-03-10","(27) Maharashtra 27","103.16.34.195","(2) Female 2","(17-24]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",NA,NA,NA,NA,"SubjectPool",11
"2019-03-26","(07) Delhi 07","103.19.151.29","(1) Male 1","(44-54]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,NA,"NDA","SubjectPool",8
"2019-03-26","(09) Uttar Pradesh 09","103.19.151.29","(1) Male 1","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1"," (04) Higher Secondary 04","(1) Brahmin 1",1,NA,NA,NA,"SubjectPool",8
"2019-03-29",NA,"103.19.151.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-08","(19) West Bengal 19","103.192.62.209","(2) Female 2","(54-64]","(06) ₹6,00,000 and over 06","(1) Hindu 1"," (04) Higher Secondary 04","(2) Forward/General (except Brahmin) 2",1,0,NA,NA,"SubjectPool",6
"2019-03-26","(19) West Bengal 19","103.192.62.209","(2) Female 2","(54-64]","(06) ₹6,00,000 and over 06","(1) Hindu 1"," (04) Higher Secondary 04","(2) Forward/General (except Brahmin) 2",1,NA,NA,NA,"SubjectPool",8
"2019-03-16","(29) Karnataka 29","103.193.109.231","(1) Male 1","(44-54]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",10
"2019-03-26","(29) Karnataka 29","103.193.111.87","(1) Male 1","(34-44]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",8
"2019-03-23","(29) Karnataka 29","103.194.196.120","(1) Male 1","(44-54]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"UPA","UPA","AMechTurk",9
"2019-03-07","(33) Tamil Nadu 33","103.194.209.119","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,"Other",NA,"AMechTurk",11
"2019-03-22","(33) Tamil Nadu 33","103.194.209.88","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","UPA","AMechTurk",9
"2019-02-27",NA,"103.194.211.232","(1) Male 1","(44-54]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,NA,NA,NA,NA,"AMechTurk",12
"2019-02-27","(33) Tamil Nadu 33","103.194.211.232","(1) Male 1","(44-54]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,NA,"NDA",NA,"AMechTurk",12
"2019-03-13","(33) Tamil Nadu 33","103.194.211.89","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,0,"NDA",NA,"SubjectPool",10
"2019-03-02","(32) Kerala 32","103.194.65.64","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"AMechTurk",12
"2019-04-08","(29) Karnataka 29","103.195.178.29","(2) Female 2","(44-54]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","UPA","SubjectPool",6
"2019-03-11",NA,"103.195.179.142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",10
"2019-03-09","(24) Gujarat 24","103.195.203.187","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(6) Jain 6","(05) Some Graduate or Higher 05","(6) Others 6",NA,1,"NDA","NDA","SubjectPool",11
"2019-04-16","(27) Maharashtra 27","103.195.249.146","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",5
"2019-04-17","(27) Maharashtra 27","103.195.249.146","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",5
"2019-04-09","(27) Maharashtra 27","103.195.249.160","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",6
"2019-04-12","(27) Maharashtra 27","103.195.249.160","(1) Male 1","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",6
"2019-04-03","(27) Maharashtra 27","103.195.249.173","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",7
"2019-03-30","(27) Maharashtra 27","103.195.249.173","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",8
"2019-02-23","(27) Maharashtra 27","103.195.249.174","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"AMechTurk",13
"2019-02-23","(27) Maharashtra 27","103.195.249.174","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"AMechTurk",13
"2019-03-18","(27) Maharashtra 27","103.195.250.133","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",9
"2019-03-23","(27) Maharashtra 27","103.195.250.133","(1) Male 1","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",9
"2019-03-26","(27) Maharashtra 27","103.195.250.194","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",8
"2019-03-26",NA,"103.197.118.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(01) Jammu & Kashmir 01","103.199.127.237","(1) Male 1","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(4) Sikh 4","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","SubjectPool",8
"2019-04-07","(29) Karnataka 29","103.199.147.202","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","SubjectPool",7
"2019-04-07","(29) Karnataka 29","103.199.147.6","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(7) Other 7","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"UPA","Socialist Unity Centre of India (Communist)","SubjectPool",7
"2019-03-29",NA,"103.199.147.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-02-23","(32) Kerala 32","103.199.161.110","(2) Female 2","(44-54]","(04) ₹1,20,000 - ₹2,39,999 04","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"UPA",NA,"AMechTurk",13
