states,rurality,age_cat,education_level,gender,totcount,zones
(20) Jharkhand 20,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,  56388,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,  90573,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,  92944,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,  76373,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,  52005,(04) Eastern 04
(20) Jharkhand 20,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,  40556,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1, 284420,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1, 513481,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1, 648541,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1, 598826,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1, 458082,(04) Eastern 04
(21) Orissa 21,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1, 480311,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,  40788,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,  64748,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,  69959,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,  59083,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,  40857,(04) Eastern 04
(21) Orissa 21,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,  40164,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1, 156591,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1, 297288,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1, 413578,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1, 400870,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1, 269668,(04) Eastern 04
(22) Chhattisgarh 22,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1, 267137,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,  27423,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,  48398,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,  59728,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,  54424,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,  33647,(04) Eastern 04
(22) Chhattisgarh 22,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,  30602,(04) Eastern 04
(23) Madhya Pradesh 23,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1, 639863,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1,1125113,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1,1257901,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1,1052154,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1, 734000,(02) North-Central 02
(23) Madhya Pradesh 23,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1, 825331,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1, 158437,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1, 243442,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1, 248553,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1, 197802,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1, 126321,(02) North-Central 02
(23) Madhya Pradesh 23,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1, 134577,(02) North-Central 02
(24) Gujarat 24,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1, 331022,(05) Western 05
(24) Gujarat 24,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1, 573446,(05) Western 05
(24) Gujarat 24,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1, 675716,(05) Western 05
(24) Gujarat 24,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1, 616501,(05) Western 05
(24) Gujarat 24,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1, 439294,(05) Western 05
(24) Gujarat 24,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1, 436613,(05) Western 05
(24) Gujarat 24,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1, 225615,(05) Western 05
(24) Gujarat 24,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1, 335217,(05) Western 05
(24) Gujarat 24,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1, 303527,(05) Western 05
(24) Gujarat 24,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1, 235790,(05) Western 05
(24) Gujarat 24,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1, 147302,(05) Western 05
(24) Gujarat 24,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1, 130626,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1,    403,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1,    660,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1,    791,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1,    607,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1,    473,(05) Western 05
(25) Daman & Diu 25,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1,    450,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,   3624,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,   3340,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,   1916,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,    946,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,    460,(05) Western 05
(25) Daman & Diu 25,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,    404,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1,   3119,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1,   5210,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1,   5145,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1,   4337,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1,   2676,(05) Western 05
(26) Dadra+Nagar Haveli 26,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1,   1674,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,   1952,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,   2586,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,   1774,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,    942,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,    604,(05) Western 05
(26) Dadra+Nagar Haveli 26,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,    501,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1, 411329,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1, 738790,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1, 912209,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1, 863618,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1, 691685,(05) Western 05
(27) Maharashtra 27,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1,1089807,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1, 324191,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1, 540779,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1, 510776,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1, 398228,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1, 264031,(05) Western 05
(27) Maharashtra 27,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1, 270750,(05) Western 05
(28) Andhra Pradesh 28,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1, 643321,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1,1459099,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1,1805609,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1,1615261,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1,1235618,(06) Southern 06
(28) Andhra Pradesh 28,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1,1246994,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1, 234485,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1, 474753,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1, 510949,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1, 419425,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1, 267877,(06) Southern 06
(28) Andhra Pradesh 28,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1, 220163,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1, 398307,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1, 728815,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1, 919029,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1, 884250,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1, 637696,(06) Southern 06
(29) Karnataka 29,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1, 682621,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1, 171200,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1, 307225,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1, 316194,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1, 259289,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1, 168254,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1, 152800,(06) Southern 06
(30) Goa 30,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1,   3083,(05) Western 05
(30) Goa 30,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1,   6308,(05) Western 05
(30) Goa 30,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1,   6980,(05) Western 05
(30) Goa 30,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1,   6338,(05) Western 05
(30) Goa 30,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1,   6246,(05) Western 05
(30) Goa 30,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1,   7142,(05) Western 05
(30) Goa 30,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,   5888,(05) Western 05
(30) Goa 30,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,  10959,(05) Western 05
(30) Goa 30,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,  10674,(05) Western 05
(30) Goa 30,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,   8593,(05) Western 05
(30) Goa 30,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,   7043,(05) Western 05
(30) Goa 30,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,   6903,(05) Western 05
(31) Lakshadweep 31,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1,     76,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1,    164,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1,    100,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1,     78,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1,     58,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1,    116,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,    133,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,    241,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,    259,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,    207,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,    239,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,    489,(06) Southern 06
(32) Kerala 32,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1,  45529,(06) Southern 06
(32) Kerala 32,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1,  83693,(06) Southern 06
(32) Kerala 32,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1, 101563,(06) Southern 06
(32) Kerala 32,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1, 116467,(06) Southern 06
(32) Kerala 32,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1, 112251,(06) Southern 06
(32) Kerala 32,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1, 138806,(06) Southern 06
(32) Kerala 32,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,  39719,(06) Southern 06
(32) Kerala 32,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,  70791,(06) Southern 06
(32) Kerala 32,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,  80308,(06) Southern 06
(32) Kerala 32,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,  84272,(06) Southern 06
(32) Kerala 32,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,  78849,(06) Southern 06
(32) Kerala 32,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,  91756,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1, 185104,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1, 441051,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1, 694996,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1, 757371,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1, 630766,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1, 656691,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1, 134447,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1, 297661,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1, 379394,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1, 365534,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1, 278176,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1, 275129,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1,   1140,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1,   2828,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1,   4712,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1,   5067,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1,   4326,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1,   4808,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,   2183,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,   5467,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,   6866,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,   5962,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,   4451,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,   5049,(06) Southern 06
(35) Anadman/Nicobar 35,(0) rural 0,(17-24],(01) No Formal Edu 01,(1) Male 1,    865,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(24-34],(01) No Formal Edu 01,(1) Male 1,   1886,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(34-44],(01) No Formal Edu 01,(1) Male 1,   2584,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(44-54],(01) No Formal Edu 01,(1) Male 1,   3118,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(54-64],(01) No Formal Edu 01,(1) Male 1,   2698,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(64-100],(01) No Formal Edu 01,(1) Male 1,   2558,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(17-24],(01) No Formal Edu 01,(1) Male 1,    497,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(24-34],(01) No Formal Edu 01,(1) Male 1,   1071,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(34-44],(01) No Formal Edu 01,(1) Male 1,   1275,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(44-54],(01) No Formal Edu 01,(1) Male 1,   1191,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(54-64],(01) No Formal Edu 01,(1) Male 1,    891,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(64-100],(01) No Formal Edu 01,(1) Male 1,    544,(04) Eastern 04
(01) Jammu & Kashmir 01,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 189520,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2, 342793,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2, 349497,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2, 277712,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2, 197073,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2, 194974,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,  34451,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,  79823,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,  94070,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,  77505,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,  60979,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,  65928,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,  27611,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,  73451,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2, 125136,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2, 148710,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2, 146394,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2, 198931,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,   2812,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,   5948,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,   6998,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,   6430,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,   5408,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,   7913,(01) North 01
(03) Punjab 03,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2, 175000,(01) North 01
(03) Punjab 03,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2, 381747,(01) North 01
(03) Punjab 03,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2, 499149,(01) North 01
(03) Punjab 03,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2, 448161,(01) North 01
(03) Punjab 03,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2, 450427,(01) North 01
(03) Punjab 03,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2, 550074,(01) North 01
(03) Punjab 03,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,  85023,(01) North 01
(03) Punjab 03,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2, 171233,(01) North 01
(03) Punjab 03,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2, 191277,(01) North 01
(03) Punjab 03,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2, 162047,(01) North 01
(03) Punjab 03,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2, 133483,(01) North 01
(03) Punjab 03,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2, 161454,(01) North 01
(04) Chandigarh 04,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,    307,(01) North 01
(04) Chandigarh 04,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,    758,(01) North 01
(04) Chandigarh 04,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,    572,(01) North 01
(04) Chandigarh 04,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,    328,(01) North 01
